Pos,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
807.0,Ozuna - Quiero Repetir||../track/0MIcPSq9n2z5H8TAfEstri.html,16.0,,86.0,,"6,258,442","82,990,060"
808.0,Sam Smith - Have Yourself A Merry Little Christmas||../track/7Hz6LLOVxrojLPIHJJ1S0E.html,17.0,,29.0,,"14,168,829","82,934,435"
809.0,Rich The Kid - New Freezer||../track/4pYZLpX23Vx8rwDpJCpPTA.html,18.0,,93.0,,"6,093,388","82,740,668"
810.0,Cardi B - Be Careful||../track/2Yl4OmDby9iitgNWZPwxkd.html,11.0,,27.0,,"12,801,702","82,662,714"
811.0,The Pogues - Fairytale of New York||../track/3VTNVsTTu05dmTsVFrmGpK.html,17.0,,49.0,,"11,524,009","81,870,804"
812.0,Katy Perry - Bon Appétit||../track/14oOKFGuXu8DqvOe1W8vao.html,14.0,,47.0,,"9,428,245","81,830,952"
813.0,The Chainsmokers - Setting Fires||../track/0B8B8cVRFIG1yznoQe7c9s.html,15.0,,42.0,,"7,486,334","81,693,912"
814.0,T-Wayne - Nasty Freestyle||../track/0PT7nlpo11hYYyfnBgtilT.html,22.0,,20.0,,"6,777,511","81,177,979"
815.0,Aloe Blacc - The Man||../track/2stPxcgjdSImK7Gizl8ZUN.html,25.0,7,6.0,,"5,712,862","81,148,025"
816.0,A Boogie Wit da Hoodie - Look Back At It||../track/3Ol2xnObFdKV9pmRD2t9x8.html,7.0,,20.0,,"15,088,372","81,076,836"
817.0,ZAYN - Let Me||../track/7Fg342AJtNsIDdwCfX0paC.html,11.0,,28.0,,"12,786,831","80,919,256"
818.0,Ed Sheeran - How Would You Feel (Paean)||../track/6PJ8FF6UR8FZXfEvpHkIVN.html,10.0,,17.0,,"18,941,794","80,802,361"
819.0,21 Savage - No Heart||../track/4gmmRb6bZJffOOiww1JGTO.html,20.0,,93.0,,"4,566,040","80,592,386"
820.0,Migos - Narcos||../track/0wbnC9AUenxp613TYaJsGK.html,10.0,,24.0,,"12,517,414","80,243,945"
821.0,Meek Mill - All Eyes On You||../track/0hy1SOTEn9ifXTzOwnCwEr.html,26.0,,35.0,,"4,923,034","80,240,921"
822.0,Skrillex - Would You Ever||../track/57p8CBvPOxrvyCbn6ttl5r.html,14.0,,57.0,,"7,671,708","80,090,321"
823.0,Matt Simons - Catch & Release - Deepend Remix||../track/3MSZpokwCtkv9BV0vS3uGr.html,29.0,,81.0,,"3,592,939","80,050,552"
824.0,Sean Paul - No Lie||../track/3cFsmM51N5zMAuu1nNY4Tw.html,20.0,,82.0,,"5,085,035","79,930,331"
825.0,Juice WRLD - Wasted||../track/3obgSF06ki98lYNLNq5vCB.html,14.0,,80.0,,"6,601,901","79,812,281"
826.0,Sigala - Came Here for Love||../track/3kGfazcbVvVkuZunzlLgTD.html,17.0,,78.0,,"5,865,695","79,721,822"
827.0,Nicki Minaj - Anaconda||../track/5a5so8nqDGq75MI5WMbBtT.html,30.0,,22.0,,"4,838,041","79,307,690"
828.0,Usher - I Don't Mind||../track/7aXuop4Qambx5Oi3ynsKQr.html,29.0,,33.0,,"4,143,383","79,229,143"
829.0,Omarion - Post To Be||../track/0fgZUSa7D7aVvv3GfO0A1n.html,33.0,,51.0,,"3,349,319","79,052,344"
830.0,Drake - Big Rings||../track/7jslhIiELQkgW9IHeYNOWE.html,32.0,,66.0,,"3,257,327","78,444,226"
831.0,Olivia Holt - History||../track/0WCEaydwN65cvwaW8aqptF.html,16.0,,67.0,,"6,051,988","78,443,777"
832.0,NAV - Wanted You||../track/790MhTXPFrYkrqCKvpg4t1.html,16.0,,99.0,,"5,850,462","78,052,917"
833.0,Anitta - Vai malandra||../track/6u0EAxf1OJTLS7CvInuNd7.html,12.0,,30.0,,"11,436,693","77,959,253"
834.0,Justin Bieber - The Feeling||../track/7vldwy3gdhmPRKWSCi8H61.html,18.0,,14.0,,"10,120,278","77,888,247"
835.0,Machine Gun Kelly - Home||../track/0OI7AFifLSoGzpb8bdBLLV.html,13.0,,66.0,,"7,265,390","77,861,030"
836.0,J Balvin - Reggaeton||../track/2D3z17LBMJ2HEHeBFFjTLi.html,11.0,,74.0,,"7,566,171","77,548,812"
837.0,Drake - Still Here||../track/4YJmZfvlheSziXem8HBWrj.html,24.0,,62.0,,"5,428,354","77,426,523"
838.0,Drake - Blem||../track/2XlHu0HcujBCkWMdIAvrqt.html,10.0,,19.0,,"15,655,914","77,207,691"
839.0,NOTD - I Wanna Know||../track/18W92Zm1KjLCbUIszOhpkD.html,14.0,,74.0,,"8,568,128","77,193,068"
840.0,DJ Khaled - For Free||../track/5TqBAOIBe0bQA0spNdcG3k.html,19.0,,58.0,,"5,460,325","77,173,993"
841.0,Little Mix - Black Magic||../track/33NHr7lu7tCMjK05jUj1v0.html,27.0,,36.0,,"5,279,240","77,123,968"
842.0,Young M.A - OOOUUU||../track/0D21XvHcVsIvJM6FcGY2BT.html,20.0,,69.0,,"5,003,703","77,077,855"
843.0,Hugh Jackman - The Greatest Show||../track/43ay9lQZ5rfNcOOHhRF2cM.html,15.0,,73.0,,"7,030,256","76,934,418"
844.0,Disclosure - Omen||../track/3jEPu6FD1icy9cLllhB2XK.html,19.0,,28.0,,"6,271,602","76,209,634"
845.0,Drake - Summer Sixteen||../track/17Q87zeXgsAi9iQQbMu9v0.html,18.0,,39.0,,"6,698,664","76,102,605"
846.0,Taylor Swift - Shake It Off||../track/7n9Q6bXSjm74uCtajkddPt.html,9.0,6,1.0,(x4),"11,924,637","76,064,553"
847.0,Capital Cities - Safe And Sound||../track/6Z8R6UsFuGXGtiIxiD8ISb.html,51.0,,31.0,,"2,137,289","75,666,217"
848.0,XXXTENTACION - BAD!||../track/22An65gG31JLf9n18qjdhZ.html,9.0,,12.0,,"17,421,001","75,649,735"
849.0,21 Savage - Ghostface Killers||../track/5u6vkDnOyaf8LsteDAj2ub.html,13.0,,36.0,,"10,486,087","75,465,884"
850.0,Beyoncé - Halo||../track/2CvOqDpQIMw69cCzWqr5yr.html,21.0,,149.0,,"4,368,364","75,364,876"
851.0,Taylor Swift - End Game||../track/2x0WlnmfG39ZuDmstl9xfX.html,13.0,,47.0,,"9,155,961","75,187,049"
852.0,Justin Bieber - Sorry - Latino Remix||../track/0XXLwO7YHHTAK3OJkWQ37b.html,26.0,,67.0,,"3,318,650","75,185,469"
853.0,Nat King Cole - The Christmas Song (Merry Christmas To You)||../track/4PS1e8f2LvuTFgUs1Cn3ON.html,14.0,,30.0,,"13,904,191","75,118,222"
854.0,Tove Lo - Habits (Stay High)||../track/73DdlUXPj6SIOJQRrqgjld.html,33.0,,25.0,,"4,159,565","74,932,327"
855.0,Desiigner - Tiimmy Turner||../track/3NJG6vMH1ZsectZkocMEm0.html,18.0,,62.0,,"5,388,233","74,739,903"
856.0,Axwell /\ Ingrosso - Sun Is Shining||../track/1Gzv0cMy3xm7sgN5gd7WkU.html,22.0,,32.0,,"5,749,255","74,712,605"
857.0,Juan Magán - Déjate Llevar||../track/3xWEI23MLJrD0dpDcDUTW6.html,16.0,,97.0,,"5,830,443","74,581,355"
858.0,Abraham Mateo - Loco Enamorado||../track/4N1c5rmWOzRmB9SMacr5wB.html,19.0,,132.0,,"4,264,509","74,573,848"
859.0,Nacho - Báilame||../track/7lRsNbdOGykkMAgsqs4R1C.html,17.0,,95.0,,"5,136,466","74,501,800"
860.0,BTS - FAKE LOVE||../track/3aW0ds4A4tSQDIp75FqWTo.html,10.0,,14.0,,"16,239,554","74,499,528"
861.0,Big Sean - Moves||../track/0Fv5N0cHBsl4bzCbollCAS.html,17.0,,48.0,,"7,936,820","74,493,298"
862.0,Kevin Roldan - PPP||../track/1DcxnVNFAyVl2sDQ646pXS.html,15.0,,121.0,,"5,525,340","74,473,493"
863.0,JENNIE - SOLO||../track/2wVDWtLKXunswWecARNILj.html,12.0,,66.0,,"7,699,543","74,459,141"
864.0,Martin Garrix - High On Life||../track/4ut5G4rgB1ClpMTMfjoIuy.html,13.0,,93.0,,"6,413,598","74,444,766"
865.0,James Arthur - Rewrite The Stars||../track/6mQLN3zRtAp6ovjusyYKrV.html,11.0,,77.0,,"7,443,990","74,140,852"
866.0,Demi Lovato - Confident||../track/6WjmPTZKeDylStKmGHLcqQ.html,21.0,,36.0,,"5,932,853","74,067,963"
867.0,The Carters - APESHIT||../track/0E6PsO3ymCfUh7pJQjBgkj.html,10.0,,37.0,,"11,444,526","73,965,116"
868.0,"Sia - Audio - with Sia, Diplo & Labrinth||../track/7boPPE857KEqCIHNwFkDop.html",13.0,,76.0,,"7,189,317","73,890,371"
869.0,Eminem - Walk On Water||../track/5b2QnYcT9rQIkhRWt4HztQ.html,9.0,,13.0,,"16,925,764","73,812,124"
870.0,Yellow Claw - In My Room||../track/6BDvCnkVLMqxRVyFFeKx4W.html,28.0,,103.0,,"3,013,877","73,737,495"
871.0,A Great Big World - Say Something||../track/78TKtlSLWK8pZAKKW3MyQL.html,34.0,6,7.0,,"4,468,700","73,725,928"
872.0,Bad Bunny - Estamos Bien||../track/7glCSQqV5o6NU88Cn4zPZn.html,14.0,,88.0,,"6,390,645","73,717,797"
873.0,Alesso - REMEDY||../track/6jreFSOTUAViWjKyzOC4Kg.html,12.0,,53.0,,"9,070,487","73,590,863"
874.0,Farruko - Krippy Kush||../track/7FfpP3YZ6fOWMdxkIAtud9.html,15.0,,79.0,,"6,284,292","73,304,864"
875.0,Galantis - Peanut Butter Jelly||../track/3aIhJDHxr1kgTSnutJxPTH.html,32.0,,68.0,,"3,030,078","73,261,982"
876.0,Karol G - Mi Cama||../track/7sFYVcKSb24qg0dAkqLEFj.html,11.0,,52.0,,"8,909,031","72,843,003"
877.0,Zedd - Get Low||../track/1CKd1PnqfYx0H12V9MSaIY.html,12.0,,51.0,,"8,852,238","72,515,756"
878.0,Bing Crosby - White Christmas||../track/4so0Wek9Ig1p6CRCHuINwW.html,9.0,,26.0,,"15,037,910","72,479,599"
879.0,Ramz - Barking||../track/7amMgNDcObIDkIXv4xcvc2.html,17.0,,142.0,,"4,678,700","72,135,571"
880.0,Meghan Trainor - Me Too||../track/1m4dXbkplvaOO4Wbdjbwxs.html,21.0,,70.0,,"4,518,927","72,050,715"
881.0,Sia - Thunderclouds||../track/2c7GlMNmF7pbohjykutmLP.html,13.0,,93.0,,"6,825,887","71,750,764"
882.0,Queen - We Will Rock You - Remastered||../track/4pbJqGIASGPr0ZpGpnWkDn.html,13.0,,73.0,,"7,615,977","71,600,693"
883.0,21 Savage - a lot||../track/2t8yVaLvJ0RenpXUIAC52d.html,7.0,,21.0,,"14,246,330","71,473,626"
884.0,Eminem - Fall||../track/58QhkbaAkLFnn7JwAnAato.html,8.0,,14.0,,"19,527,974","71,263,541"
885.0,Avicii - For A Better Day||../track/3c3XJ9P1BjOtmNXKvdVyHK.html,16.0,,29.0,,"6,319,650","70,900,166"
886.0,Elvis Presley - Blue Christmas||../track/3QiAAp20rPC3dcAtKtMaqQ.html,16.0,,60.0,,"10,363,896","70,866,232"
887.0,Post Malone - Over Now||../track/09IOPhEh1OMe0HD9b36FJk.html,8.0,,13.0,,"22,173,263","70,679,346"
888.0,Jeremih - Don't Tell 'Em||../track/5rph5sObvxskRcb1JLV70r.html,28.0,,27.0,,"4,308,381","70,248,864"
889.0,Katy Perry - This Is How We Do||../track/7GCElX2eJA5t0AFWw3WzKn.html,25.0,,18.0,,"5,156,017","70,156,519"
890.0,David Guetta - Bad||../track/6eIacmhkE82vZlMDnGS7aP.html,37.0,,47.0,,"3,125,566","69,915,732"
891.0,Calvin Harris - Under Control||../track/352zfYbDFG8sxkmOAhVeuj.html,38.0,3,8.0,,"3,281,533","69,772,019"
892.0,Ed Sheeran - Supermarket Flowers||../track/4VuS959DSpr82t3qBqCrWG.html,10.0,,21.0,,"17,511,782","69,682,634"
893.0,Skrillex - Purple Lamborghini||../track/6JyuJFedEvPmdWQW0PkbGJ.html,18.0,,56.0,,"6,223,048","69,200,224"
894.0,Ed Sheeran - Barcelona||../track/3Lfiu5sZ4M4B6JaKMBc0FU.html,10.0,,22.0,,"17,212,189","69,075,733"
895.0,John Mayer - New Light||../track/3bH4HzoZZFq8UpZmI2AMgV.html,11.0,,63.0,,"8,141,191","69,015,660"
896.0,Lele Pons - Celoso||../track/33zcmmElV1YbRZe57biUjg.html,14.0,,108.0,,"5,784,409","68,493,802"
897.0,Pia Mia - Do It Again||../track/1PTqbs9FV8hSJCS7OOF5OC.html,25.0,,54.0,,"3,886,940","68,421,139"
898.0,Brytiago - Asesina - Remix||../track/59PYgzOiOjGDzjDT5N5oOX.html,13.0,,124.0,,"5,750,675","68,250,362"
899.0,6ix9ine - MALA||../track/0LQ1J0BCzA2qnAgp9MkkNE.html,10.0,,71.0,,"8,277,285","68,170,793"
900.0,Jessie J - Flashlight||../track/6qC8Jj1XOxknPm8N7EbzKX.html,26.0,,38.0,,"5,110,788","68,056,919"
901.0,Matoma - False Alarm||../track/7gZQfdEQpmwAoPHSbEHzms.html,19.0,,82.0,,"4,218,861","67,976,371"
902.0,Eminem - Killshot||../track/1jo3TwNGCXfNdB5uba3ZVv.html,9.0,,23.0,,"13,711,262","67,828,856"
903.0,Bad Bunny - Solo de Mi||../track/4uP3pUP18ennmz0tb3GphR.html,8.0,,38.0,,"10,172,678","67,764,229"
904.0,Ellie Goulding - Still Falling For You||../track/638fKB27P7UAmu3Aq0vEJ3.html,14.0,,50.0,,"7,016,233","67,719,853"
905.0,Piso 21 - Besándote||../track/13X0XdLMOdtbXVtAj2ox4h.html,18.0,,126.0,,"4,050,930","67,680,893"
906.0,"Rich Homie Quan - Flex (Ooh, Ooh, Ooh)||../track/2LLFl56eIFGFlnrplUC26f.html",28.0,,57.0,,"3,608,557","67,364,328"
907.0,AWOLNATION - Sail||../track/7ueP5u2qkdZbIPN2YA6LR0.html,48.0,,28.0,,"1,895,930","67,143,569"
908.0,Major Lazer - Powerful||../track/4oyWrvyORD6uCSYCLSRF6W.html,35.0,,73.0,,"2,981,912","67,086,139"
909.0,One Direction - Story of My Life||../track/5Wd2bfQ7wc6GgSa32OmQU3.html,25.0,8,6.0,,"3,873,479","67,074,459"
910.0,Nicki Minaj - Chun-Li||../track/2gTYVoQCUh0QNUaFix01ld.html,11.0,,58.0,,"8,273,048","66,888,529"
911.0,Dua Lipa - Be The One||../track/1ixphys4A3NEXp6MDScfih.html,21.0,,115.0,,"4,504,540","66,806,369"
912.0,The Weeknd - Sidewalks||../track/4h90qkbnW1Qq6pBhoPvwko.html,12.0,,20.0,,"13,146,729","66,569,574"
913.0,Rae Sremmurd - No Type||../track/6wb6zxkNTBtcYVkXcvNyJp.html,37.0,,55.0,,"3,022,458","66,527,959"
914.0,J Balvin - Ahora||../track/54OB85nuxYGfl7qRQXuz7c.html,14.0,,109.0,,"5,619,271","66,280,906"
915.0,Leslie Grace - Duro y Suave||../track/31M5m42C3EGlbydf9XB5to.html,15.0,,129.0,,"4,880,313","66,167,317"
916.0,Lil Wayne - Mona Lisa||../track/0dbTQYW3Ad1FTzIA9t90E8.html,6.0,1,4.0,,"26,547,867","66,135,887"
917.0,Cali Y El Dandee - Por Fin Te Encontré||../track/3GpvoKKWZyTwgbLEM9RmWM.html,30.0,,102.0,,"2,552,896","66,131,172"
918.0,Anuel Aa - Amanece||../track/1LiN0Z98FkR1t0m8KmLcAH.html,8.0,,45.0,,"10,600,299","65,984,669"
919.0,Rag'n'Bone Man - Skin||../track/6y2Kaz9QI01XBKJ8mTb7Pf.html,16.0,,95.0,,"4,948,258","65,954,142"
920.0,Camila Cabello - She Loves Control||../track/5HwnezK198pJCEj1l2Adjy.html,10.0,,53.0,,"8,725,084","65,782,337"
921.0,Future - Where Ya At||../track/5nN8BwAQDJDguq7Dpd3JQQ.html,33.0,,88.0,,"2,528,415","65,705,963"
922.0,Nicki Minaj - Only||../track/6xXZlUoDIg9ez0n7QvZd9x.html,30.0,,35.0,,"3,859,590","65,489,316"
923.0,Anne-Marie - Ciao Adios||../track/3EfugazgSddQvzZpkof5I4.html,15.0,,101.0,,"5,237,636","65,438,753"
924.0,Vice - Steady 1234||../track/40UroIGvsMPLPBYwH8rMNA.html,16.0,,86.0,,"4,879,146","65,436,072"
925.0,The Weeknd - Reminder||../track/37F0uwRSrdzkBiuj0D5UHI.html,14.0,,27.0,,"10,747,690","65,199,937"
926.0,ItaloBrothers - Summer Air||../track/3GPI7hYiqD6enLRobhkBm8.html,16.0,,99.0,,"4,936,551","65,057,349"
927.0,"P!nk - Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")||../track/7K5dzhGda2vRTaAWYI3hrb.html",19.0,,62.0,,"5,284,791","64,860,729"
928.0,Shakira - Can't Remember to Forget You||../track/7o1Pm9jpH0wFpN5g793Lnq.html,20.0,1,10.0,,"4,072,126","64,758,723"
929.0,David Guetta - Dirty Sexy Money||../track/0tPQPaOKM32WgMSbPCYyRH.html,14.0,,100.0,,"5,276,851","64,712,155"
930.0,Years & Years - If You're Over Me||../track/1oc3jna2ablnfIKLYbKujl.html,12.0,,66.0,,"7,661,856","64,707,495"
931.0,J. Cole - MIDDLE CHILD||../track/2JvzF1RMd7lE3KmFlsyZD8.html,3.0,2,2.0,(x1),"33,187,464","64,630,486"
932.0,Shawn Mendes - Lost In Japan||../track/7wvYmO5QscgIDDT0eNwbYX.html,9.0,,23.0,,"13,124,790","64,594,272"
933.0,"Lorde - Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX||../track/69Naniu2KjKjaQOBUagE8U.html",9.0,,54.0,,"7,897,754","64,575,933"
934.0,Adele - Someone Like You||../track/4kflIGfjdZJW4ot2ioixTB.html,34.0,,64.0,,"3,295,190","64,421,595"
935.0,XXXTENTACION - BAD||../track/4CH66Rxcjcj3VBHwmIBj4T.html,4.0,1,6.0,,"22,370,036","64,311,656"
936.0,Lil Uzi Vert - New Patek||../track/0Fpen1PTuEnCmOJtUU9Iud.html,9.0,,25.0,,"13,518,892","64,308,455"
937.0,Sam Smith - Pray||../track/7DsX5K72fewVGb47qj7Tbg.html,9.0,,28.0,,"11,500,141","63,947,628"
938.0,6ix9ine - STOOPID||../track/1jQvUmf16VE9WQCPuK2e8K.html,8.0,,18.0,,"15,135,119","63,924,244"
939.0,The Chainsmokers - #SELFIE||../track/1HOlb9rdNOmy9b1Fakicjo.html,15.0,7,3.0,(x3),"6,213,612","63,887,278"
940.0,Jason Derulo - If I'm Lucky||../track/6eUncuJutsFi9BGO1JaBHh.html,12.0,,82.0,,"5,984,377","63,833,706"
941.0,Camila Cabello - Real Friends||../track/3iq9nhbI8fcnNamxMft1uv.html,11.0,,36.0,,"10,930,220","63,752,700"
942.0,Martin Solveig - Intoxicated||../track/49aLCvvEKM5EA8IYwDmtaE.html,27.0,,60.0,,"3,274,371","63,730,970"
943.0,ZHU - Working For It - Bonus Track||../track/0P6RjFd2HgG2AXJadQuGfE.html,18.0,,66.0,,"4,267,004","63,351,204"
944.0,Eminem - Lose Yourself - Soundtrack Version||../track/5Z01UMMf7V1o0MzF86s6WJ.html,19.0,,145.0,,"4,025,715","63,063,313"
945.0,The Weeknd - Six Feet Under||../track/4mU5iXHeLgbR94siF7p1sY.html,12.0,,25.0,,"11,052,380","62,965,875"
946.0,One Direction - Night Changes||../track/5O2P9iiztwhomNh8xkR9lJ.html,28.0,,25.0,,"4,550,149","62,869,608"
947.0,Billie Eilish - bellyache||../track/51NFxnQvaosfDDutk0tams.html,11.0,,70.0,,"7,463,975","62,523,183"
948.0,Coldplay - Christmas Lights||../track/4fzyvSu73BhGvi96p2zwjL.html,15.0,,60.0,,"10,336,804","62,399,604"
949.0,Maty Noyes - in my miNd||../track/0ckCyt1ghA2YpcLRm1q68s.html,17.0,,82.0,,"4,320,346","62,376,446"
950.0,G.R.L. - Ugly Heart||../track/3qqho4PnTn3zlMPBzWhFFD.html,25.0,,33.0,,"3,839,087","62,189,226"
951.0,Drake - Legend||../track/1ID1QFSNNxi0hiZCNcwjUC.html,34.0,,26.0,,"4,809,851","62,045,000"
952.0,Bruno Mars - When I Was Your Man||../track/0nJW01T7XtvILxQgC5J7Wh.html,45.0,,125.0,,"2,607,825","61,936,201"
953.0,Clean Bandit - Tears||../track/7py16W5fWYLFFS6BElKAjn.html,18.0,,80.0,,"4,090,712","61,864,546"
954.0,Post Malone - 92 Explorer||../track/1D2L6MefbXon28PzIk9I3r.html,8.0,,23.0,,"17,856,059","61,811,436"
955.0,Meghan Trainor - Dear Future Husband||../track/3cU2wBxuV6nFiuf6PJZNlC.html,22.0,,36.0,,"5,255,748","61,789,853"
956.0,Imagine Dragons - On Top Of The World||../track/6XpfrI2hjCWLyOFAuLJ83z.html,51.0,,37.0,,"1,714,756","61,732,608"
957.0,Avicii - You Make Me||../track/7HC3sppue0re7HPfo5zscF.html,24.0,6,4.0,,"5,634,599","61,692,826"
958.0,Jax Jones - Instruction||../track/0XfOi87h82i09rQjWYG0Bm.html,13.0,,75.0,,"6,330,917","61,433,573"
959.0,Charli XCX - Boom Clap||../track/63bniwRWWFGoasyhX2eQHJ.html,21.0,,33.0,,"6,169,613","61,265,905"
960.0,Lil Uzi Vert - Money Longer||../track/0B8QzDH7YWih85V5SEMnyJ.html,24.0,,111.0,,"3,400,507","61,117,253"
961.0,Grace - You Don't Own Me||../track/6KI1ZpZWYAJLvmVhCJz65G.html,17.0,,58.0,,"5,992,987","61,055,443"
962.0,Post Malone - Zack And Codeine||../track/5lZZmityu9TAjNvSY6GLhR.html,7.0,,16.0,,"21,279,106","60,589,696"
963.0,Justin Bieber - Purpose||../track/3jHCXrZNz8fQEEf4BpWCAj.html,15.0,,23.0,,"8,398,838","60,500,976"
964.0,Axwell /\ Ingrosso - Dreamer||../track/7hvxMYq9JW5W0vFwiu1Zdr.html,14.0,,137.0,,"4,904,497","60,423,232"
965.0,Álvaro Soler - Sofia||../track/1VoHrSS3QQ6TbpabLrFiYb.html,19.0,,90.0,,"3,803,320","60,057,427"
966.0,Sia - Alive||../track/05cXQMJcrM9msUYu11mOrs.html,25.0,,66.0,,"3,241,572","60,041,396"
967.0,Trippie Redd - Topanga||../track/5aXgz1oKK8Q9z9xvTmSnrO.html,10.0,,47.0,,"9,561,063","59,995,670"
968.0,Isaiah - It's Gotta Be You||../track/6cAKeFFYW2aClZSUyvqAEW.html,12.0,,65.0,,"6,172,682","59,982,938"
969.0,Lauv - There's No Way||../track/2hnxrRNzF74mdDzpQZQukQ.html,10.0,,78.0,,"7,165,161","59,957,843"
970.0,Drake - Emotionless||../track/1v1IXPXl73Z7zy6f5tUa9n.html,5.0,1,6.0,,"29,680,801","59,894,584"
971.0,Nelly - The Fix||../track/33QRsLBBdWDYgCZfWEZqR6.html,24.0,,80.0,,"3,187,008","59,496,025"
972.0,Ella Mai - Trip||../track/6CTWathupIiDs7U4InHnDA.html,11.0,,84.0,,"6,796,711","59,451,694"
973.0,Pitbull - Fun||../track/6Zo3wgDE076K2AuiGZF3CS.html,26.0,,33.0,,"5,249,405","59,442,169"
974.0,Olly Murs - Wrapped Up||../track/6wMeMFLaD4NCxXzkXgkuM1.html,18.0,,21.0,,"5,005,432","59,343,673"
975.0,Galantis - Hunter||../track/3caMfJGFp53NAH2TuigdNj.html,15.0,,107.0,,"4,537,278","58,954,219"
976.0,Post Malone - Same Bitches||../track/688QpQAwqsLdBR6lr13wK1.html,7.0,,18.0,,"19,969,213","58,778,680"
977.0,XXXTENTACION - NUMB||../track/01TnVDiet1DFTsyWKUKovl.html,10.0,,48.0,,"9,137,156","58,613,459"
978.0,Logic - 44 More||../track/3e7Y6sfFlIdBMJhX7wpqVO.html,8.0,,30.0,,"11,614,429","58,499,246"
979.0,Burl Ives - A Holly Jolly Christmas - Single Version||../track/65Q2mv3UlVi9eO70OpsmSe.html,9.0,,37.0,,"12,894,523","58,427,864"
980.0,Robin Schulz - Sun Goes Down||../track/4zLBcDtvYNVtF9fnG6lme3.html,35.0,,52.0,,"2,924,074","58,256,284"
981.0,Charlie Puth - Done For Me||../track/1lsBTdE6MGsKeZCD6llNu7.html,11.0,,75.0,,"6,653,171","58,157,150"
982.0,Sigala - Sweet Lovin'||../track/614TxLN6BP9nN8pFcPdLVE.html,20.0,,62.0,,"3,892,446","58,119,977"
983.0,Jason Derulo - Try Me||../track/4tg1G3X26wDTmQbipgxhp5.html,28.0,,56.0,,"3,276,609","57,935,087"
984.0,Metro Boomin - Space Cadet||../track/1fewSx2d5KIZ04wsooEBOz.html,10.0,,63.0,,"8,046,707","57,909,564"
985.0,Shawn Mendes - Youth feat. Khalid||../track/5SwEgzUFDHwpWHKrbnP32Z.html,7.0,,21.0,,"13,833,047","57,906,518"
986.0,The Weeknd - Wasted Times||../track/72TyiiduRmczEbDIEtKQdR.html,5.0,1,8.0,,"21,345,197","57,740,424"
987.0,Terror Jr - Come First||../track/5fo4LbJ8lOaB54wcM5wPMv.html,15.0,,70.0,,"4,693,474","57,718,889"
988.0,Maluma - El Perdedor||../track/1iEwyiSLAunPR6uouANE0O.html,21.0,,83.0,,"3,827,361","57,713,407"
989.0,Idina Menzel - Let It Go||../track/7FrhwOIrUFQPqVxWOshqOt.html,32.0,,23.0,,"3,221,607","57,463,945"
990.0,Kanye West - Yikes||../track/2r4JRwcbIeuAzWjH4YXlLs.html,6.0,1,5.0,,"23,601,268","57,386,445"
991.0,Nicki Minaj - The Night Is Still Young||../track/4bBrKDo8rchikwZOtmXbIH.html,26.0,,51.0,,"3,874,944","57,325,419"
992.0,Alan Walker - Tired||../track/3b5Li4QKDVBx1x7fQuu54a.html,14.0,,109.0,,"4,889,838","57,284,211"
993.0,Lauv - The Other||../track/3ZD3kjn80pQ9keYO8eqp9d.html,14.0,,103.0,,"4,803,349","56,864,916"
994.0,Gesaffelstein - Lost in the Fire||../track/7wFybC8jBH3zE139OpCtpG.html,4.0,,12.0,,"18,491,016","56,563,864"
995.0,Aminé - REEL IT IN||../track/5qHirGR7M9tdm6C17DlzSY.html,11.0,,115.0,,"5,973,369","56,520,732"
996.0,Eminem - Not Alike||../track/28FGV3ORH14MYORd7s5dlU.html,6.0,,12.0,,"19,832,972","56,508,253"
997.0,Matoma - Old Thing Back||../track/6HTJZ0TQJVMSKkUGzAOe2h.html,21.0,,38.0,,"4,742,578","56,171,539"
998.0,Hearts & Colors - Lighthouse - Andrelli Remix||../track/04CttTezSnv71USiiG9mIo.html,13.0,,75.0,,"5,381,572","56,153,155"
999.0,Little Mix - Secret Love Song||../track/4JIo8RztBbELr2gWJ5OGK6.html,24.0,,123.0,,"2,573,690","56,110,373"
1000.0,Thalía - Desde Esa Noche||../track/1pWYnQIlqxTh5bxuPmTG4E.html,23.0,,134.0,,"2,696,534","56,072,012"
1001.0,Lil Skies - Red Roses||../track/3ZhTT6yjZwpPph5MIJ53XY.html,13.0,,133.0,,"4,863,769","56,030,364"
1002.0,Maroon 5 - This Summer||../track/5NUlOzzMdoIABFTnhizCQa.html,20.0,,36.0,,"5,241,984","55,827,120"
1003.0,Loren Allred - Never Enough||../track/0Gl5s8IhMmQE5YQwM8Qx1J.html,11.0,,92.0,,"6,268,587","55,370,618"
1004.0,Martin Garrix - Don't Look Down||../track/5M9jOReAKGZ2AttVefFjTY.html,21.0,,37.0,,"5,144,583","55,328,994"
1005.0,Wiz Khalifa - Hopeless Romantic||../track/7IBSffWIu7P2MC7kMwy2FM.html,12.0,,87.0,,"6,498,571","55,299,961"
1006.0,Tom Walker - Leave a Light On||../track/6lOWoTqVnAWXchddtTH31W.html,14.0,,169.0,,"4,148,414","55,275,847"
1007.0,Imagine Dragons - Warriors||../track/5MVkWRKMBO3r05oihuNbzM.html,24.0,,27.0,,"4,355,464","55,240,159"
